identifier,process,crossSection=-1,BR=1,execute=True,dataset,prefix,pattern,splitLevel,::variables,::pyFragments,comment
WH0MZgfdec05ph0_M125, ,1.372644769,0.0002745,,dataset_goes_here,dbs,,2,GENXSEC=2.725912441;GENBR=0.0002745;VVMODE=2;VVDECAYMODE=0;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_WH_SIG_0MZgfdec05ph0_H125_ACJHUGen.py,
WH0PHZgfdec05ph0_M125, ,1.372644769,0.0002745,,dataset_goes_here,dbs,,2,GENXSEC=2.8431285;GENBR=0.0002745;VVMODE=2;VVDECAYMODE=0;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_WH_SIG_0PHZgfdec05ph0_H125_ACJHUGen.py,
WH0Mggfdec05ph0_M125, ,1.372644769,0.0002745,,dataset_goes_here,dbs,,2,GENXSEC=2.704575305;GENBR=0.0002745;VVMODE=2;VVDECAYMODE=0;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_WH_SIG_0Mggfdec05ph0_H125_ACJHUGen.py,
WH0PHggfdec05ph0_M125, ,1.372644769,0.0002745,,dataset_goes_here,dbs,,2,GENXSEC=2.751758265;GENBR=0.0002745;VVMODE=2;VVDECAYMODE=0;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_WH_SIG_0PHggfdec05ph0_H125_ACJHUGen.py,

ZH0L1_M125, ,0.883888217433748,0.0007494205421886052,,/ZHiggs0L1ToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=0.00137489;GENBR=0.000752261;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0L1_H125_ACJHUGen.py,
ZH0L1f05ph0_M125, ,0.883888217433748,0.0007494205421886052,,/ZHiggs0L1f05ph0ToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=0.536118;GENBR=0.000767407;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0L1f05ph0_H125_ACJHUGen.py,
ZH0L1Zg_M125, ,0.883888217433748,0.0007494205421886052,,/ZHiggs0L1ZgToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=0.00574752;GENBR=0.000947647;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0L1Zg_H125_ACJHUGen.py,
ZH0L1Zgf05ph0_M125, ,0.883888217433748,0.0007494205421886052,,/ZHiggs0L1Zgf05ph0ToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=1.83133;GENBR=0.00075832;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0L1Zgf05ph0_H125_ACJHUGen.py,
ZH0M_M125, ,0.883888217433748,0.0007494205421886052,,/ZHiggs0MToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=0.00228689;GENBR=0.000748727;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0M_H125_ACJHUGen.py,
ZH0Mf05ph0_M125, ,0.883888217433748,0.0007494205421886052,,/ZHiggs0Mf05ph0ToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=1.51952;GENBR=0.00075832;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0Mf05ph0_H125_ACJHUGen.py,
ZH0PH_M125, ,0.883888217433748,0.0007494205421886052,,/ZHiggs0PHToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=0.00335482;GENBR=0.000743173;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0PH_H125_ACJHUGen.py,
ZH0PHf05ph0_M125, ,0.883888217433748,0.0007494205421886052,,/ZHiggs0PHf05ph0ToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=0.402293;GENBR=0.000771951;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0PHf05ph0_H125_ACJHUGen.py,
ZH0PM_M125, ,0.883888217433748,0.0007494205421886052,,/ZHiggs0PMToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=0.75182;GENBR=0.000767407;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0PM_H125_ACJHUGen.py,
ZH0MZg_M125, ,0.883888217433748,0.0007494205421886052,,dataset_goes_here,dbs,,2,GENXSEC=-1;GENBR=1;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0MZg_H125_ACJHUGen.py,
ZH0MZgfdec05ph0_M125, ,0.883888217433748,0.0007494205421886052,,dataset_goes_here,dbs,,2,GENXSEC=0.001091966;GENBR=1;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0MZgfdec05ph0_H125_ACJHUGen.py,
ZH0MZgfprod05ph0_M125, ,0.883888217433748,0.0007494205421886052,,dataset_goes_here,dbs,,2,GENXSEC=0.011300487;GENBR=1;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0MZgfprod05ph0_H125_ACJHUGen.py,
ZH0PHZg_M125, ,0.883888217433748,0.0007494205421886052,,dataset_goes_here,dbs,,2,GENXSEC=-1;GENBR=1;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0PHZg_H125_ACJHUGen.py,
ZH0PHZgfdec05ph0_M125, ,0.883888217433748,0.0007494205421886052,,dataset_goes_here,dbs,,2,GENXSEC=0.001393481;GENBR=1;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0PHZgfdec05ph0_H125_ACJHUGen.py,
ZH0PHZgfprod05ph0_M125, ,0.883888217433748,0.0007494205421886052,,dataset_goes_here,dbs,,2,GENXSEC=0.011771903;GENBR=1;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0PHZgfprod05ph0_H125_ACJHUGen.py,
ZH0Mgg_M125, ,0.883888217433748,0.0007494205421886052,,dataset_goes_here,dbs,,2,GENXSEC=-1;GENBR=1;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0Mgg_H125_ACJHUGen.py,
ZH0Mggfdec05ph0_M125, ,0.883888217433748,0.0007494205421886052,,dataset_goes_here,dbs,,2,GENXSEC=0.000876639;GENBR=1;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0Mggfdec05ph0_H125_ACJHUGen.py,
ZH0Mggfprod05ph0_M125, ,0.883888217433748,0.0007494205421886052,,dataset_goes_here,dbs,,2,GENXSEC=0.134564697;GENBR=1;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0Mggfprod05ph0_H125_ACJHUGen.py,
ZH0PHgg_M125, ,0.883888217433748,0.0007494205421886052,,dataset_goes_here,dbs,,2,GENXSEC=-1;GENBR=1;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0PHgg_H125_ACJHUGen.py,
ZH0PHggfdec05ph0_M125, ,0.883888217433748,0.0007494205421886052,,dataset_goes_here,dbs,,2,GENXSEC=0.000840192;GENBR=1;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0PHggfdec05ph0_H125_ACJHUGen.py,
ZH0PHggfprod05ph0_M125, ,0.883888217433748,0.0007494205421886052,,dataset_goes_here,dbs,,2,GENXSEC=0.099496116;GENBR=1;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0PHggfprod05ph0_H125_ACJHUGen.py,

HJJ0M_M125, ,48.58,0.0002745,,/JJHiggs0MToZZTo4L_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=29.9991;GENBR=0.0002745;APPLY_K_NNLOQCD_ZZGG=2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_HJJ_SIG_0M_H125_ACJHUGen.py,
HJJ0Mf05ph0_M125, ,48.58,0.0002745,,/JJHiggs0Mf05ph0ToZZTo4L_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=60.0179;GENBR=0.0002745;APPLY_K_NNLOQCD_ZZGG=2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_HJJ_SIG_0Mf05ph0_H125_ACJHUGen.py,
HJJ0PM_M125, ,48.58,0.0002745,,/JJHiggs0PMToZZTo4L_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=30.0188;GENBR=0.0002745;APPLY_K_NNLOQCD_ZZGG=2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_HJJ_SIG_0PM_H125_ACJHUGen.py,
HJJ0PM0MZg_M125, ,48.58,0.0002745,,dataset_goes_here,dbs,,2,GENXSEC=29.10210709;GENBR=0.0002745;APPLY_K_NNLOQCD_ZZGG=2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_HJJ_SIG_0PM0MZg_H125_ACJHUGen.py,
HJJ0PM0MZgf05ph0_M125, ,48.58,0.0002745,,dataset_goes_here,dbs,,2,GENXSEC=59.11191244;GENBR=0.0002745;APPLY_K_NNLOQCD_ZZGG=2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_HJJ_SIG_0PM0MZgf05ph0_H125_ACJHUGen.py,
HJJ0PM0PHZg_M125, ,48.58,0.0002745,,dataset_goes_here,dbs,,2,GENXSEC=29.18498383;GENBR=0.0002745;APPLY_K_NNLOQCD_ZZGG=2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_HJJ_SIG_0PM0PHZg_H125_ACJHUGen.py,
HJJ0PM0PHZgf05ph0_M125, ,48.58,0.0002745,,dataset_goes_here,dbs,,2,GENXSEC=61.65376423;GENBR=0.0002745;APPLY_K_NNLOQCD_ZZGG=2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_HJJ_SIG_0PM0PHZgf05ph0_H125_ACJHUGen.py,
HJJ0PM0Mgg_M125, ,48.58,0.0002745,,dataset_goes_here,dbs,,2,GENXSEC=28.50420395;GENBR=0.0002745;APPLY_K_NNLOQCD_ZZGG=2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_HJJ_SIG_0PM0Mgg_H125_ACJHUGen.py,
HJJ0PM0Mggf05ph0_M125, ,48.58,0.0002745,,dataset_goes_here,dbs,,2,GENXSEC=58.64921271;GENBR=0.0002745;APPLY_K_NNLOQCD_ZZGG=2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_HJJ_SIG_0PM0Mggf05ph0_H125_ACJHUGen.py,
HJJ0PM0PHgg_M125, ,48.58,0.0002745,,dataset_goes_here,dbs,,2,GENXSEC=29.18498383;GENBR=0.0002745;APPLY_K_NNLOQCD_ZZGG=2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_HJJ_SIG_0PM0PHgg_H125_ACJHUGen.py,
HJJ0PM0PHggf05ph0_M125, ,48.58,0.0002745,,dataset_goes_here,dbs,,2,GENXSEC=61.65376423;GENBR=0.0002745;APPLY_K_NNLOQCD_ZZGG=2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_HJJ_SIG_0PM0PHggf05ph0_H125_ACJHUGen.py,

ttH0M_M125, ,0.5071,0.0007694542606325344,,/ttHiggs0MToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=0.498661;GENBR=0.000659104;APPLY_K_NNLOQCD_ZZGG=2;GENXSEC=0.498661;GENBR=0.000659104;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ttH_SIG_0M_H125_ACJHUGen.py,
ttH0Mf05ph0_M125, ,0.5071,0.0007694542606325344,,/ttHiggs0Mf05ph0ToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=1.00576;GENBR=0.000668092;APPLY_K_NNLOQCD_ZZGG=2;GENXSEC=1.00576;GENBR=0.000668092;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ttH_SIG_0Mf05ph0_H125_ACJHUGen.py,
ttH0PM_M125, ,0.5071,0.0007694542606325344,,/ttHiggs0PMToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=0.5071;GENBR=0.000668591;APPLY_K_NNLOQCD_ZZGG=2;GENXSEC=0.5071;GENBR=0.000668591;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ttH_SIG_0PM_H125_ACJHUGen.py,

ZZTo4lext2,,1.256,      ,,/ZZTo4L_TuneCP5_13TeV_powheg_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15_ext2-v2/MINIAODSIM,dbs,,10,GENXSEC=1.256;GENBR=1;PROCESS_CR=True;APPLY_K_NNLOQCD_ZZQQB=True;APPLY_K_NLOEW_ZZQQB=True;LEPTON_SETUP=2017,RecoProbabilities.py,
ggH125, ,48.58,0.0002745,,/GluGluHToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=30.0188;GENBR=0.0002745;ADDLHEKINEMATICS=True;VVMODE=2;VVDECAYMODE=0;APPLY_K_NNLOQCD_ZZGG=2;APPLY_QCD_GGF_UNCERT=True;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_GG_SIG_0PM_H125_POWHEG.py,
##ggH125_minloHJJ, ,48.58,0.0002745,,/GluGluHToZZTo4L_M125_13TeV_powheg2_minloHJJ_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,dbs,,2,GENXSEC=30.0188;GENBR=0.0002745;ADDLHEKINEMATICS=True;VVMODE=2;VVDECAYMODE=0;APPLY_K_NNLOQCD_ZZGG=2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_GG_SIG_0PM_H125_POWHEG.py,

ttH125, ,0.5071,0.0007694542606325344,          ,/ttH_HToZZ_4LFilter_M125_13TeV_powheg2_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,2,GENXSEC=0.5071;GENBR=0.000769454;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ttH_SIG_0PM_H125_POWHEG.py,

bbH125, ,0.488,2.76E-04,,/bbH_HToZZTo4L_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,dbs,,2,GENXSEC=0.488;GENBR=0.000276;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_bbH_SIG_0PM_H125_JHUGen.py,
tqH125, ,0.07713,2.76E-04,,/tqH_HToZZTo4L_M125_13TeV_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,dbs,,2,GENXSEC=0.07713;GENBR=0.000276;LEPTON_SETUP=2017,RecoProbabilities.py,# Does not include tWH

VBFH125, ,3.782,0.0002745,,/VBF_HToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,1,GENXSEC=3.769;GENBR=0.0002745;ADDLHEKINEMATICS=True;VVMODE=2;VVDECAYMODE=0;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_VBF_SIG_0PM_H125_POWHEG.py,

WplusH125, ,0.839913392,0.0002745,,/WplusH_HToZZTo4L_M125_13TeV_powheg2-minlo-HWJ_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,1,GENXSEC=0.85;GENBR=0.0002745;ADDLHEKINEMATICS=True;VVMODE=2;VVDECAYMODE=0;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_WH_SIG_0PM_H125_POWHEG.py,

WminusH125, ,0.532731377,0.0002745,,/WminusH_HToZZTo4L_M125_13TeV_powheg2-minlo-HWJ_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,dbs,,1,GENXSEC=0.5343;GENBR=0.0002745;ADDLHEKINEMATICS=True;VVMODE=2;VVDECAYMODE=0;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_WH_SIG_0PM_H125_POWHEG.py,

ZH125, ,0.883888217,0.0007490295035249965,,/ZH_HToZZ_4LFilter_M125_13TeV_powheg2-minlo-HZJ_JHUGenV7011_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,dbs,,2,GENXSEC=0.75182;GENBR=0.00074903;ADDLHEKINEMATICS=True;VVMODE=2;VVDECAYMODE=-2;LEPTON_SETUP=2017,RecoProbabilities.py;LHEProbabilities_ZH_SIG_0PM_H125_POWHEG.py,
